user_supplied_name,submitted_name,data_source_id,data_source_title,gni_uuid,matched_name,classification_path,classification_path_ranks,classification_path_ids,taxon_id,edit_distance,url,imported_at,match_type,match_value,prescore,score,local_id,global_id,current_taxon_id,current_name_string,kingdom,phylum,class,order,family,genus,species
Elymus glaucus,Elymus glaucus,11,GBIF Backbone Taxonomy,870d094c-f705-53e0-ad4c-3c5c1c975b55,Elymus glaucus Buckley,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Elymus|Elymus glaucus,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|10465436|5290269,5290269,0,NA,2024-01-11T22:00:55Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Elymus,Elymus glaucus
Stipa miliacea,Stipa miliacea,11,GBIF Backbone Taxonomy,d156aafd-6fd0-5202-bada-bc61b0113bf6,Stipa miliacea (L.) Hoover,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Oloptum|Oloptum miliaceum,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|8092915|8335191,4137066,0,NA,2024-01-11T21:10:49Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,8335191,Oloptum miliaceum (L.) Röser & Hamasha,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Oloptum,Oloptum miliaceum
Koeleria gerardii,Koeleria gerardii,11,GBIF Backbone Taxonomy,0b41cca4-75cc-56af-a187-a6594eb7ae1c,Koeleria gerardii (Vill.) Shinners,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Rostraria|Rostraria cristata,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2704333|5289906,2704336,0,NA,2024-01-11T22:07:16Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,5289906,Rostraria cristata (L.) Tzvelev,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Rostraria,Rostraria cristata
Phacelia hubbyi,Phacelia hubbyi,11,GBIF Backbone Taxonomy,3a74ea7d-30da-5b82-ad30-70339c507ce5,Phacelia hubbyi (J.F.Macbr.) Garrison,Plantae|Tracheophyta|Magnoliopsida|Boraginales|Hydrophyllaceae|Phacelia|Phacelia hubbyi,kingdom|phylum|class|order|family|genus|species,6|7707728|220|7226464|2387|8988077|7442263,7442263,0,NA,2024-01-12T02:08:01Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia hubbyi
Asclepias fascicularis,Asclepias fascicularis,11,GBIF Backbone Taxonomy,6e636ccb-bf68-521f-bd4e-5f26a6cdf5f9,Asclepias fascicularis Decne.,Plantae|Tracheophyta|Magnoliopsida|Gentianales|Apocynaceae|Asclepias|Asclepias fascicularis,kingdom|phylum|class|order|family|genus|species,6|7707728|220|412|6701|3170229|3170291,3170291,0,NA,2024-01-11T21:55:38Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Asclepias,Asclepias fascicularis
Platanus racemosa,Platanus racemosa,11,GBIF Backbone Taxonomy,b775dcbb-4b86-59a8-a0cf-b83fd275bc24,Platanus racemosa Nutt.,Plantae|Tracheophyta|Magnoliopsida|Proteales|Platanaceae|Platanus|Platanus racemosa,kingdom|phylum|class|order|family|genus|species,6|7707728|220|400|6693|3152811|8268789,3152812,0,NA,2024-01-11T21:07:26Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,8268789,Platanus racemosa Nutt. ex Audubon,Plantae,Tracheophyta,Magnoliopsida,Proteales,Platanaceae,Platanus,Platanus racemosa
Cirsium vulgare,Cirsium vulgare,11,GBIF Backbone Taxonomy,1eeeb4d4-d100-54ca-9a02-feaf3432530d,Cirsium vulgare (Savi) Ten.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Cirsium|Cirsium vulgare,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3112554|3112801,3112801,0,NA,2024-01-11T22:16:10Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Cirsium,Cirsium vulgare
Salix lasiolepis,Salix lasiolepis,11,GBIF Backbone Taxonomy,7e57e596-9671-533f-b77d-0874be50d9b2,Salix lasiolepis Benth.,Plantae|Tracheophyta|Magnoliopsida|Malpighiales|Salicaceae|Salix|Salix lasiolepis,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1414|6664|3039576|5372744,5372744,0,NA,2024-01-11T22:47:58Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,Salix lasiolepis
Phacelia imbricata,Phacelia imbricata,11,GBIF Backbone Taxonomy,6f3761c9-3391-5154-8196-24a91a8db045,Phacelia imbricata Greene,Plantae|Tracheophyta|Magnoliopsida|Boraginales|Hydrophyllaceae|Phacelia|Phacelia imbricata,kingdom|phylum|class|order|family|genus|species,6|7707728|220|7226464|2387|8988077|2928098,2928098,0,NA,2024-01-12T02:08:00Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,Phacelia imbricata
Frullania catalinae,Frullania catalinae,11,GBIF Backbone Taxonomy,f7601106-9022-5003-bb60-a3da609780d1,Frullania catalinae A.Evans,Plantae|Marchantiophyta|Jungermanniopsida|Porellales|Frullaniaceae|Frullania|Frullania catalinae,kingdom|phylum|class|order|family|genus|species,6|9|126|377|2269|2688736|4277007,4277007,0,NA,2024-01-12T03:03:05Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Frullaniaceae,Frullania,Frullania catalinae
Orthotrichum coulteri,Orthotrichum coulteri,11,GBIF Backbone Taxonomy,981ae1ea-2255-55c2-a857-b1a7e52d14b8,Orthotrichum coulteri Mitt.,Plantae|Bryophyta|Bryopsida|Orthotrichales|Orthotrichaceae|Orthotrichum|Orthotrichum cylindrocarpum,kingdom|phylum|class|order|family|genus|species,6|35|327|1341|4668|2672620|7396384,8203272,0,NA,2024-01-11T23:13:20Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,7396384,Orthotrichum cylindrocarpum Lesq.,Plantae,Bryophyta,Bryopsida,Orthotrichales,Orthotrichaceae,Orthotrichum,Orthotrichum cylindrocarpum
Syntrichia princeps,Syntrichia princeps,11,GBIF Backbone Taxonomy,f3880e6e-17ea-544e-bfa6-753f25aec7c7,Syntrichia princeps (De Not.) Mitt.,Plantae|Bryophyta|Bryopsida|Pottiales|Pottiaceae|Syntrichia|Syntrichia princeps,kingdom|phylum|class|order|family|genus|species,6|35|327|621|4671|2671247|2671285,2671285,0,NA,2024-01-11T21:52:22Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Syntrichia,Syntrichia princeps
Porella cordaeana,Porella cordaeana,11,GBIF Backbone Taxonomy,66f03ee8-7f20-57b6-a1c9-80ba8864088d,Porella cordaeana (Huebener) Moore,Plantae|Marchantiophyta|Jungermanniopsida|Porellales|Porellaceae|Porella|Porella cordaeana,kingdom|phylum|class|order|family|genus|species,6|9|126|377|2267|2688728|5710210,5710210,0,NA,2024-01-11T23:30:40Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Marchantiophyta,Jungermanniopsida,Porellales,Porellaceae,Porella,Porella cordaeana
Tortula brevipes,Tortula brevipes,11,GBIF Backbone Taxonomy,9cfc9eb9-9b6e-564e-8054-7267a6626185,Tortula brevipes (Lesq.) Broth.,Plantae|Bryophyta|Bryopsida|Pottiales|Pottiaceae|Tortula|Tortula brevipes,kingdom|phylum|class|order|family|genus|species,6|35|327|621|4671|9549878|5280565,5280565,0,NA,2024-01-11T21:53:54Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Tortula,Tortula brevipes
Fissidens crispus,Fissidens crispus,11,GBIF Backbone Taxonomy,186a70ef-bff6-5cc6-ba9c-d18b3cbabe53,Fissidens crispus Mont.,Plantae|Bryophyta|Bryopsida|Dicranales|Fissidentaceae|Fissidens|Fissidens crispus,kingdom|phylum|class|order|family|genus|species,6|35|327|1335|4643|2673216|5283006,5283006,0,NA,2024-01-12T02:06:38Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Bryophyta,Bryopsida,Dicranales,Fissidentaceae,Fissidens,Fissidens crispus
Mucronea californica,Mucronea californica,11,GBIF Backbone Taxonomy,8f97b5d1-5c03-59f6-94fc-bea9a6245243,Mucronea californica Benth.,Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Polygonaceae|Mucronea|Mucronea californica,kingdom|phylum|class|order|family|genus|species,6|7707728|220|422|2416|2889342|2889347,2889347,0,NA,2024-01-11T21:17:41Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Mucronea,Mucronea californica
Erigeron canadensis,Erigeron canadensis,11,GBIF Backbone Taxonomy,60db2655-902b-5d60-afe4-7ff72d6ea9a5,Erigeron canadensis L.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Erigeron|Erigeron canadensis,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3146588|3146791,3146791,0,NA,2024-01-11T22:18:47Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Erigeron,Erigeron canadensis
Lastarriaea coriacea,Lastarriaea coriacea,11,GBIF Backbone Taxonomy,15380ac9-f16f-57ce-840b-b154938f991b,Lastarriaea coriacea (Goodman) Hoover,Plantae|Tracheophyta|Magnoliopsida|Caryophyllales|Polygonaceae|Lastarriaea|Lastarriaea coriacea,kingdom|phylum|class|order|family|genus|species,6|7707728|220|422|2416|2889072|2889073,2889073,0,NA,2024-01-11T21:21:05Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Lastarriaea,Lastarriaea coriacea
Datura wrightii,Datura wrightii,11,GBIF Backbone Taxonomy,5a7e516f-6bd1-558d-8286-1f479c500d6f,Datura wrightii Regel,Plantae|Tracheophyta|Magnoliopsida|Solanales|Solanaceae|Datura|Datura wrightii,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1176|7717|2928734|2928741,2928741,0,NA,2024-01-12T03:32:12Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Datura,Datura wrightii
Heterotheca grandiflora,Heterotheca grandiflora,11,GBIF Backbone Taxonomy,74a44ed9-5336-5a1b-8378-c7b8f0532d83,Heterotheca grandiflora Nutt.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Heterotheca|Heterotheca grandiflora,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3139349|5401996,5401996,0,NA,2024-01-11T22:16:48Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Heterotheca,Heterotheca grandiflora
Rhus integrifolia,Rhus integrifolia,11,GBIF Backbone Taxonomy,09bd8d53-f275-5270-b67a-19883f9bcf0b,Rhus integrifolia (Nutt.) Benth. & Hook.f. ex Rothr.,Plantae|Tracheophyta|Magnoliopsida|Sapindales|Anacardiaceae|Rhus|Rhus integrifolia,kingdom|phylum|class|order|family|genus|species,6|7707728|220|933|2398|3190534|7160609,8058078,0,NA,2024-01-12T02:26:41Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,7160609,Rhus integrifolia (Nutt.) Benth. & Hook.fil. ex Brewer & S.Watson,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Rhus,Rhus integrifolia
Baccharis pilularis,Baccharis pilularis,11,GBIF Backbone Taxonomy,b9f0b903-beba-5dc9-ac84-5387bc97d136,Baccharis pilularis DC.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Baccharis|Baccharis pilularis,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3129135|3129497,3129497,0,NA,2024-01-11T22:23:31Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,Baccharis pilularis
Juglans californica,Juglans californica,11,GBIF Backbone Taxonomy,125f2ef7-d7c5-5336-856e-3e974a98eae2,Juglans californica S.Watson,Plantae|Tracheophyta|Magnoliopsida|Fagales|Juglandaceae|Juglans|Juglans californica,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1354|2499|3054350|3054354,3054354,0,NA,2024-01-11T23:30:40Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,Juglans californica
Lonicera hispidula,Lonicera hispidula,11,GBIF Backbone Taxonomy,18638a64-26be-5dab-b603-f16f956e30d6,Lonicera hispidula (Lindl.) Douglas ex Lindl.,Plantae|Tracheophyta|Magnoliopsida|Dipsacales|Caprifoliaceae|Lonicera|Lonicera hispidula,kingdom|phylum|class|order|family|genus|species,6|7707728|220|946|6710|2888645|7532185,7532185,0,NA,2024-01-12T04:28:36Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Lonicera,Lonicera hispidula
Clematis ligusticifolia,Clematis ligusticifolia,11,GBIF Backbone Taxonomy,12db1166-1daa-520b-afe8-d1d903035ca6,Clematis ligusticifolia Nutt.,Plantae|Tracheophyta|Magnoliopsida|Ranunculales|Ranunculaceae|Clematis|Clematis ligusticifolia,kingdom|phylum|class|order|family|genus|species,6|7707728|220|399|2410|3033512|3033536,3033536,0,NA,2024-01-12T00:22:57Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Clematis,Clematis ligusticifolia
Sambucus nigra ssp. caerulea,Sambucus nigra ssp. caerulea,11,GBIF Backbone Taxonomy,d7604653-0e79-5953-9dde-d29c86d228f6,Sambucus nigra var. caerulea (Raf.) B.L.Turner,Plantae|Tracheophyta|Magnoliopsida|Dipsacales|Viburnaceae|Sambucus|Sambucus cerulea,kingdom|phylum|class|order|family|genus|species,6|7707728|220|946|4924416|2888721|2888726,3855581,0,NA,2024-01-11T23:53:24Z,2,Exact match by canonical form,7|0|0,0.999,NA,NA,2888726,Sambucus cerulea Raf.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Sambucus,Sambucus cerulea
Marah macrocarpa,Marah macrocarpa,11,GBIF Backbone Taxonomy,ac2c6f29-fc87-576b-9a2c-1fa8d036b6d6,Marah macrocarpa (Greene) Greene,Plantae|Tracheophyta|Magnoliopsida|Cucurbitales|Cucurbitaceae|Marah|Marah macrocarpa,kingdom|phylum|class|order|family|genus|species,6|7707728|220|7224005|6634|2874539|3622216,3622216,0,NA,2024-01-11T23:59:17Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Marah,Marah macrocarpa
Keckiella cordifolia,Keckiella cordifolia,11,GBIF Backbone Taxonomy,99ed5eb0-4542-5835-8aaa-36a3d1b7035c,Keckiella cordifolia (Benth.) Straw,Plantae|Tracheophyta|Magnoliopsida|Lamiales|Plantaginaceae|Keckiella|Keckiella cordifolia,kingdom|phylum|class|order|family|genus|species,6|7707728|220|408|2420|3170785|3170791,3170791,0,NA,2024-01-12T01:48:48Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Keckiella,Keckiella cordifolia
Heteromeles arbutifolia,Heteromeles arbutifolia,11,GBIF Backbone Taxonomy,84153877-d8d6-54fa-bb58-02af6448c399,Heteromeles arbutifolia Greene,Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Heteromeles|Heteromeles arbutifolia,kingdom|phylum|class|order|family|genus|species,6|7707728|220|691|5015|3025170|8016355,8016355,0,NA,2024-01-12T05:30:33Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Heteromeles,Heteromeles arbutifolia
Cordylanthus rigidus,Cordylanthus rigidus,11,GBIF Backbone Taxonomy,9ba0d901-adfd-5291-af75-8f1e58e0c5cf,Cordylanthus rigidus (Benth.) Jeps.,Plantae|Tracheophyta|Magnoliopsida|Lamiales|Orobanchaceae|Cordylanthus|Cordylanthus rigidus,kingdom|phylum|class|order|family|genus|species,6|7707728|220|408|6651|3170726|5414569,5414569,0,NA,2024-01-12T00:57:43Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Cordylanthus,Cordylanthus rigidus
Plantago erecta,Plantago erecta,11,GBIF Backbone Taxonomy,fc261216-9364-51c5-a7e5-e13a421e9985,Plantago erecta E.Morris,Plantae|Tracheophyta|Magnoliopsida|Lamiales|Plantaginaceae|Plantago|Plantago erecta,kingdom|phylum|class|order|family|genus|species,6|7707728|220|408|2420|3189695|3189700,3189700,0,NA,2024-01-12T01:47:56Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,Plantago erecta
Luzula subsessilis,Luzula subsessilis,11,GBIF Backbone Taxonomy,0eba3a4b-bfa3-5b69-91ba-10d1e9a08e0b,Luzula subsessilis (S.Watson) Buchenau,Plantae|Tracheophyta|Liliopsida|Poales|Juncaceae|Luzula|Luzula macrantha,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|5353|2700604|9139940,2700925,0,NA,2024-01-12T02:39:33Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,9139940,Luzula macrantha (S.Watson) Zika & B.L.Wilson,Plantae,Tracheophyta,Liliopsida,Poales,Juncaceae,Luzula,Luzula macrantha
Hieracium argutum,Hieracium argutum,11,GBIF Backbone Taxonomy,395fd018-69b6-5e3e-9321-9beca0cfdd34,Hieracium argutum Nutt.,Plantae|Tracheophyta|Magnoliopsida|Asterales|Asteraceae|Hieracium|Hieracium argutum,kingdom|phylum|class|order|family|genus|species,6|7707728|220|414|3065|3134951|3135837,3135837,0,NA,2024-01-11T22:14:42Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Hieracium,Hieracium argutum
Ribes malvaceum,Ribes malvaceum,11,GBIF Backbone Taxonomy,f176d2c9-b1b5-5c26-b549-f49a6bf4fc35,Ribes malvaceum Sm.,Plantae|Tracheophyta|Magnoliopsida|Saxifragales|Grossulariaceae|Ribes|Ribes malvaceum,kingdom|phylum|class|order|family|genus|species,6|7707728|220|7219248|2403|2986095|2986101,2986101,0,NA,2024-01-11T21:12:35Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Ribes malvaceum
Rubus ursinus,Rubus ursinus,11,GBIF Backbone Taxonomy,0fa6b554-25ba-5781-92bb-9263f8c48875,Rubus ursinus Torr. & A.Gray,Plantae|Tracheophyta|Magnoliopsida|Rosales|Rosaceae|Rubus|Rubus spectabilis,kingdom|phylum|class|order|family|genus|species,6|7707728|220|691|5015|2988638|2993761,8165883,0,NA,2024-01-12T04:28:06Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,2993761,Rubus spectabilis Pursh,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,Rubus spectabilis
Acmispon americanus,Acmispon americanus,11,GBIF Backbone Taxonomy,6bb283d4-2408-5d18-9791-596a1832cf55,Acmispon americanus (Nutt.) Rydb.,Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Acmispon|Acmispon americanus,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1370|5386|2975784|2975816,2975816,0,NA,2024-01-12T02:48:12Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Acmispon,Acmispon americanus
Notholithocarpus densiflorus,Notholithocarpus densiflorus,11,GBIF Backbone Taxonomy,acdad0f2-cca5-5256-bf86-5f1e74db8e2d,"Notholithocarpus densiflorus (Hook. & Arn.) Manos, Cannon & S.H.Oh",Plantae|Tracheophyta|Magnoliopsida|Fagales|Fagaceae|Notholithocarpus|Notholithocarpus densiflorus,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1354|4689|9601650|3906623,3906623,0,NA,2024-01-11T22:00:22Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Notholithocarpus,Notholithocarpus densiflorus
Aphyllon tuberosum,Aphyllon tuberosum,11,GBIF Backbone Taxonomy,7f0c158c-e121-565c-b7fa-3bb238acdaa6,Aphyllon tuberosum (A.Gray) A.Gray,Plantae|Tracheophyta|Magnoliopsida|Lamiales|Orobanchaceae|Aphyllon|Aphyllon tuberosum,kingdom|phylum|class|order|family|genus|species,6|7707728|220|408|6651|9525027|3173284,3173284,0,NA,2024-01-12T00:56:45Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Aphyllon,Aphyllon tuberosum
Pinus muricata,Pinus muricata,11,GBIF Backbone Taxonomy,b6e9c143-5548-5c80-a138-de90ea4d7cc7,Pinus muricata Bol.,Plantae|Tracheophyta|Pinopsida|Pinales|Pinaceae|Pinus|Pinus contorta|Pinus contorta murrayana,kingdom|phylum|class|order|family|genus|species|variety,6|7707728|194|640|3925|2684241|5285750|5285751,7999472,0,NA,2024-01-11T21:17:05Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,5285751,Pinus contorta var. murrayana (Balf.) Engelm.,Plantae,Tracheophyta,Pinopsida,Pinales,Pinaceae,Pinus,Pinus contorta
Galium californicum ssp.,Galium californicum ssp.,11,GBIF Backbone Taxonomy,58e86f18-50f0-57d6-9ca9-a5a57c24ff05,Galium californicum Hook. & Arn.,Plantae|Tracheophyta|Magnoliopsida|Gentianales|Rubiaceae|Galium|Galium californicum,kingdom|phylum|class|order|family|genus|species,6|7707728|220|412|8798|2913027|2914281,2914281,0,NA,2024-01-12T00:19:56Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Galium,Galium californicum
Navarretia hamata,Navarretia hamata,11,GBIF Backbone Taxonomy,94f8b5ef-2f69-540b-a3fe-4d694f80650c,Navarretia hamata Greene,Plantae|Tracheophyta|Magnoliopsida|Ericales|Polemoniaceae|Navarretia|Navarretia hamata,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1353|6648|2927663|7646576,7646576,0,NA,2024-01-11T23:05:39Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Ericales,Polemoniaceae,Navarretia,Navarretia hamata
Aira caryophyllea,Aira caryophyllea,11,GBIF Backbone Taxonomy,f0d1c57a-629e-5ce7-8fe9-f0cbd2f3e3af,Aira caryophyllea L.,Plantae|Tracheophyta|Liliopsida|Poales|Poaceae|Aira|Aira caryophyllea,kingdom|phylum|class|order|family|genus|species,6|7707728|196|1369|3073|2702432|7747216,7747216,0,NA,2024-01-11T21:02:15Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Aira,Aira caryophyllea
Pickeringia montana var. montana,Pickeringia montana var. montana,11,GBIF Backbone Taxonomy,980db2a9-e6ef-5552-b907-6a7aba38792d,Pickeringia montana var. montana,Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Pickeringia|Pickeringia montana|Pickeringia montana montana,kingdom|phylum|class|order|family|genus|species|variety,6|7707728|220|1370|5386|7762482|8284069|5708642,5708642,0,NA,2024-01-11T23:44:29Z,1,Exact string match,8|0|0,0.999,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Pickeringia,Pickeringia montana
Vicia sativa ssp.,Vicia sativa ssp.,11,GBIF Backbone Taxonomy,f84c9ffe-31a5-5c05-8a16-a9942f5d030b,Vicia sativa L.,Plantae|Tracheophyta|Magnoliopsida|Fabales|Fabaceae|Vicia|Vicia sativa,kingdom|phylum|class|order|family|genus|species,6|7707728|220|1370|5386|2974751|2975014,2975014,0,NA,2024-01-12T02:58:12Z,2,Exact match by canonical form,3|0|0,0.988,NA,NA,NA,NA,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Vicia,Vicia sativa
